Date,Open,High,Low,Close,Adj Close,Volume
2021-06-17,29.840000,32.040001,29.840000,30.059999,30.059999,11472600
2021-06-18,29.719999,30.000000,28.280001,28.920000,28.920000,9797000
2021-06-21,27.200001,28.580000,27.010000,27.830000,27.830000,10225800
2021-06-22,25.530001,27.820000,24.500000,27.340000,27.340000,18428400
2021-06-23,28.360001,29.100000,27.420000,27.610001,27.610001,9348300
2021-06-24,28.120001,29.879999,27.750000,29.480000,29.480000,10040900
2021-06-25,28.549999,28.930000,27.660000,28.190001,28.190001,22895500
2021-06-28,29.240000,30.770000,28.790001,30.110001,30.110001,10762600
2021-06-29,31.900000,33.720001,31.299999,31.889999,31.889999,14213800
2021-06-30,31.120001,32.200001,30.040001,31.370001,31.370001,9633700
2021-07-01,31.370001,31.549999,30.200001,30.690001,30.690001,5881700
2021-07-02,30.900000,31.299999,30.160000,30.290001,30.290001,4748900
2021-07-06,30.830000,30.950001,29.030001,29.719999,29.719999,5946400
2021-07-07,30.049999,30.250000,28.450001,28.590000,28.590000,5634100
2021-07-08,27.030001,28.120001,26.600000,27.790001,27.790001,5225900
2021-07-09,28.260000,28.680000,27.520000,27.690001,27.690001,4204500
2021-07-12,27.809999,28.020000,26.200001,27.370001,27.370001,4555300
2021-07-13,26.830000,27.080000,25.860001,25.959999,25.959999,4209000
2021-07-14,26.230000,26.620001,24.570000,24.639999,24.639999,4784000
2021-07-15,24.030001,25.160000,23.670000,24.480000,24.480000,4665000
2021-07-16,24.590000,24.799999,23.299999,23.330000,23.330000,4749100
2021-07-19,22.020000,23.260000,21.670000,22.350000,22.350000,5960300
2021-07-20,21.950001,22.900000,20.610001,22.629999,22.629999,6292400
2021-07-21,24.190001,25.700001,23.959999,25.059999,25.059999,10684900
2021-07-22,25.490000,25.639999,24.080000,25.260000,25.260000,6719800
2021-07-23,25.049999,25.350000,23.799999,24.639999,24.639999,5328100
2021-07-26,28.219999,29.969999,27.200001,29.580000,29.580000,18732800
2021-07-27,28.200001,29.170000,26.160000,27.020000,27.020000,8900700
2021-07-28,28.420000,28.750000,27.540001,28.160000,28.160000,6461800
2021-07-29,28.120001,29.270000,27.469999,27.480000,27.480000,6233000
2021-07-30,27.209999,28.200001,27.010000,27.629999,27.629999,4791900
2021-08-02,27.629999,29.139999,26.879999,28.230000,28.230000,9763700
2021-08-03,28.000000,28.059999,26.200001,27.129999,27.129999,7987500
2021-08-04,27.610001,29.570000,27.410000,28.719999,28.719999,9121700
2021-08-05,27.990000,31.500000,27.620001,31.469999,31.469999,11624200
2021-08-06,31.980000,34.740002,30.900000,34.250000,34.250000,17648900
2021-08-09,36.220001,37.770000,35.380001,35.980000,35.980000,18631500
2021-08-10,35.980000,36.709999,34.349998,35.700001,35.700001,8647700
2021-08-11,36.310001,37.099998,34.509998,35.180000,35.180000,8581600
2021-08-12,33.720001,34.160000,32.430000,33.840000,33.840000,6146300
2021-08-13,35.070000,36.250000,32.730000,32.880001,32.880001,9910400
2021-08-16,32.990002,33.770000,31.830000,33.040001,33.040001,6224800
2021-08-17,32.930000,33.540001,30.030001,30.650000,30.650000,7216500
2021-08-18,30.570000,32.450001,30.250000,30.780001,30.780001,6087400
2021-08-19,30.299999,32.430000,30.100000,31.809999,31.809999,8219200
2021-08-20,32.570000,36.180000,32.369999,35.259998,35.259998,15533200
2021-08-23,37.570000,38.790001,35.599998,36.759998,36.759998,19439800
2021-08-24,36.470001,38.049999,35.150002,37.980000,37.980000,10997100
2021-08-25,37.410000,38.990002,36.770000,38.330002,38.330002,9732400
2021-08-26,37.240002,38.480000,36.020000,36.220001,36.220001,7795500
2021-08-27,36.599998,40.660000,36.250000,40.200001,40.200001,13083300
2021-08-30,39.310001,40.790001,37.650002,40.540001,40.540001,9673400
2021-08-31,39.860001,41.580002,39.270000,40.590000,40.590000,8161900
2021-09-01,41.049999,42.860001,40.480000,41.180000,41.180000,9554300
2021-09-02,43.189999,44.520000,41.720001,42.200001,42.200001,10899600
2021-09-03,43.709999,44.970001,43.220001,43.410000,43.410000,12697600
2021-09-07,42.799999,43.660000,38.660000,39.389999,39.389999,15592800
2021-09-08,39.130001,39.869999,37.099998,37.290001,37.290001,7771900
2021-09-09,38.250000,40.299999,37.860001,38.889999,38.889999,9530900
2021-09-10,38.900002,39.180000,35.570000,35.740002,35.740002,8576200
2021-09-13,35.040001,36.669998,34.259998,35.590000,35.590000,8485100
2021-09-14,36.700001,37.270000,34.410000,34.680000,34.680000,7443600
2021-09-15,36.090000,37.200001,35.180000,37.049999,37.049999,9514000
2021-09-16,36.900002,37.320000,35.259998,36.340000,36.340000,6203800
2021-09-17,36.450001,36.590000,35.470001,35.840000,35.840000,6082300
2021-09-20,32.490002,34.500000,32.299999,33.889999,33.889999,8322100
2021-09-21,34.209999,34.209999,32.450001,33.240002,33.240002,6551400
2021-09-22,33.340000,36.419998,33.110001,35.700001,35.700001,8110800
2021-09-23,35.889999,37.720001,35.540001,37.700001,37.700001,7151300
2021-09-24,35.000000,36.410000,34.639999,36.180000,36.180000,8227600
2021-09-27,36.279999,37.029999,35.090000,35.169998,35.169998,5463400
2021-09-28,34.599998,35.250000,32.650002,32.750000,32.750000,5648300
2021-09-29,33.119999,33.340000,30.549999,30.610001,30.610001,7559700
2021-09-30,32.029999,32.439999,31.049999,31.580000,31.580000,6362900
2021-10-01,34.029999,34.270000,32.340000,33.169998,33.169998,8287800
2021-10-04,32.810001,33.849998,31.889999,33.630001,33.630001,7867000
2021-10-05,34.200001,37.290001,33.880001,37.189999,37.189999,11565400
2021-10-06,38.490002,39.799999,37.439999,38.959999,38.959999,15438700
2021-10-07,38.150002,38.590000,37.110001,38.419998,38.419998,8015100
2021-10-08,38.740002,39.980000,37.980000,39.490002,39.490002,7564200
2021-10-11,40.560001,44.119999,40.430000,42.959999,42.959999,14174500
2021-10-12,42.880001,43.040001,39.630001,40.860001,40.860001,10236200
2021-10-13,40.660000,43.880001,39.549999,43.790001,43.790001,9918800
2021-10-14,44.299999,44.880001,42.299999,43.590000,43.590000,10298100
2021-10-15,45.500000,48.950001,45.160000,48.889999,48.889999,22547400
2021-10-18,48.389999,53.419998,48.270000,51.450001,51.450001,22345400
2021-10-19,51.599998,54.009998,48.740002,53.910000,53.910000,23597600
2021-10-20,54.110001,56.480000,52.500000,53.070000,53.070000,22137700
2021-10-21,52.669998,53.990002,49.400002,50.910000,50.910000,15392100
2021-10-22,50.560001,51.130001,47.369999,49.459999,49.459999,9819500
2021-10-25,51.099998,55.290001,51.009998,54.689999,54.689999,14915800
2021-10-26,53.880001,54.959999,52.270000,52.860001,52.860001,10082200
2021-10-27,50.820000,51.299999,48.900002,50.040001,50.040001,8853300
2021-10-28,52.189999,53.680000,49.849998,50.389999,50.389999,11053600
2021-10-29,50.830002,52.750000,49.799999,52.240002,52.240002,9944600
2021-11-01,52.340000,57.790001,52.290001,55.509998,55.509998,15363300
2021-11-02,58.500000,63.340000,58.200001,63.340000,63.340000,18599300
2021-11-03,61.599998,64.940002,58.799999,64.660004,64.660004,14060200
2021-11-04,63.880001,65.690002,61.669998,64.290001,64.290001,10292100
2021-11-05,65.019997,65.769997,61.970001,63.820000,63.820000,7396900
2021-11-08,70.010002,77.330002,70.010002,75.300003,75.300003,16719500
2021-11-09,81.510002,83.449997,72.010002,76.089996,76.089996,16497800
2021-11-10,79.190002,79.190002,64.120003,64.839996,64.839996,19254300
2021-11-11,66.820000,72.900002,66.099998,70.690002,70.690002,10760600
2021-11-12,70.000000,76.830002,67.500000,75.919998,75.919998,13218900
2021-11-15,72.589996,73.500000,54.650002,55.400002,55.400002,34932900
2021-11-16,51.330002,57.680000,50.770000,55.369999,55.369999,27102900
2021-11-17,55.689999,56.619999,48.759998,50.950001,50.950001,18385300
2021-11-18,50.900002,52.029999,47.410000,51.459999,51.459999,13860500
2021-11-19,51.840000,56.799999,51.790001,54.680000,54.680000,14141900
2021-11-22,55.139999,56.000000,48.389999,49.570000,49.570000,13165700
2021-11-23,50.779999,53.770000,49.599998,52.119999,52.119999,11340000
2021-11-24,49.990002,52.650002,48.900002,52.389999,52.389999,8088600
2021-11-26,49.169998,51.200001,48.049999,49.200001,49.200001,6711200
2021-11-29,52.150002,52.299999,48.119999,51.389999,51.389999,11242800
2021-11-30,52.099998,54.930000,49.090000,51.070000,51.070000,14540700
2021-12-01,52.610001,57.700001,49.810001,50.790001,50.790001,18641100
2021-12-02,50.500000,52.939999,47.049999,49.070000,49.070000,13241200
2021-12-03,48.889999,49.650002,40.209999,41.639999,41.639999,16794900
2021-12-06,37.959999,44.080002,35.970001,41.810001,41.810001,16394800
2021-12-07,44.290001,47.110001,43.770000,45.700001,45.700001,11198800
2021-12-08,45.490002,47.209999,43.910000,46.639999,46.639999,8408800
2021-12-09,45.700001,46.000000,41.110001,41.369999,41.369999,11781500
2021-12-10,43.119999,43.599998,39.200001,40.439999,40.439999,8529300
2021-12-13,39.610001,39.630001,36.459999,36.840000,36.840000,11589800
2021-12-14,35.950001,38.419998,35.580002,37.330002,37.330002,9912800
2021-12-15,37.020000,39.959999,34.299999,38.730000,38.730000,15213100
2021-12-16,39.020000,39.799999,34.619999,35.509998,35.509998,11334200
2021-12-17,33.900002,35.950001,32.380001,33.849998,33.849998,11665000
2021-12-20,32.189999,33.480000,31.450001,32.470001,32.470001,9289200
2021-12-21,34.240002,34.799999,32.799999,34.430000,34.430000,9805900
2021-12-22,34.189999,35.200001,33.450001,34.130001,34.130001,8122900
2021-12-23,34.049999,38.730000,33.049999,38.130001,38.130001,15471700
2021-12-27,39.000000,40.779999,38.139999,39.400002,39.400002,14334500
2021-12-28,37.189999,37.349998,34.509998,35.139999,35.139999,12501100
2021-12-29,34.860001,35.799999,33.369999,33.910000,33.910000,8734700
2021-12-30,33.980000,36.000000,33.700001,34.389999,34.389999,10789500
2021-12-31,34.700001,35.419998,32.799999,32.860001,32.860001,8982500
2022-01-03,33.680000,34.189999,32.349998,32.889999,32.889999,6798800
2022-01-04,33.599998,35.480000,32.639999,34.130001,34.130001,10570500
2022-01-05,33.299999,33.900002,29.209999,29.620001,29.620001,15872200
2022-01-06,29.709999,30.410000,27.000000,29.299999,29.299999,10608000
2022-01-07,28.480000,29.410000,27.200001,28.490000,28.490000,9316400
2022-01-10,26.879999,29.219999,26.270000,28.930000,28.930000,11521500
2022-01-11,28.610001,30.379999,28.059999,29.580000,29.580000,11142700
2022-01-12,31.360001,31.790001,29.799999,30.360001,30.360001,14678500
2022-01-13,30.940001,31.389999,27.860001,28.100000,28.100000,12245300
2022-01-14,27.580000,29.090000,27.420000,28.590000,28.590000,9692000
2022-01-18,27.580000,28.090000,25.950001,26.070000,26.070000,9234500
2022-01-19,26.350000,27.020000,24.780001,24.850000,24.850000,9449800
2022-01-20,25.379999,27.340000,24.740000,24.830000,24.830000,12531600
2022-01-21,23.000000,24.309999,21.920000,22.059999,22.059999,17539900
2022-01-24,19.820000,23.020000,19.430000,22.900000,22.900000,22122500
2022-01-25,22.570000,23.430000,21.430000,22.180000,22.180000,14056100
2022-01-26,24.000000,24.219999,20.950001,21.459999,21.459999,17840600
2022-01-27,21.500000,21.920000,19.600000,19.790001,19.790001,12599000
2022-01-28,20.570000,22.000000,19.430000,21.969999,21.969999,13896100
2022-01-31,22.059999,23.600000,21.280001,23.540001,23.540001,12131500
2022-02-01,24.090000,25.219999,23.190001,25.030001,25.030001,13900700
2022-02-02,24.450001,24.750000,22.410000,23.020000,23.020000,11073700
2022-02-03,21.980000,22.650000,21.010000,21.209999,21.209999,8835300
2022-02-04,22.110001,23.840000,21.080000,23.510000,23.510000,19894200
2022-02-07,25.000000,26.540001,24.969999,25.580000,25.580000,22861600
2022-02-08,25.000000,26.400000,24.620001,26.330000,26.330000,12740300
2022-02-09,26.799999,29.040001,26.350000,28.990000,28.990000,14937600
2022-02-10,27.879999,31.440001,27.660000,28.820000,28.820000,20081600
2022-02-11,28.780001,29.740000,26.459999,26.930000,26.930000,15399100
2022-02-14,26.850000,27.900000,25.270000,25.549999,25.549999,12765700
2022-02-15,27.549999,28.930000,27.440001,28.629999,28.629999,15775800
2022-02-16,27.570000,28.930000,27.110001,28.400000,28.400000,10612800
2022-02-17,27.139999,27.879999,25.500000,25.719999,25.719999,10745900
2022-02-18,25.620001,25.760000,23.830000,23.889999,23.889999,10793200
2022-02-22,22.900000,24.100000,22.010000,22.530001,22.530001,12002300
2022-02-23,23.410000,23.900000,20.940001,21.040001,21.040001,11574400
2022-02-24,19.559999,23.020000,19.510000,22.959999,22.959999,16630200
2022-02-25,23.389999,23.730000,22.010000,23.070000,23.070000,12124700
2022-02-28,23.200001,25.980000,23.129999,25.350000,25.350000,20632400
2022-03-01,27.370001,27.490000,24.959999,26.080000,26.080000,21748400
2022-03-02,25.549999,27.100000,25.330000,26.879999,26.879999,13294100
2022-03-03,26.600000,27.250000,24.520000,24.660000,24.660000,9503000
2022-03-04,24.730000,25.180000,22.459999,22.820000,22.820000,10856100
2022-03-07,23.120001,23.879999,21.450001,21.480000,21.480000,10943700
2022-03-08,21.750000,23.490000,21.280001,22.350000,22.350000,10851600
2022-03-09,24.400000,26.190001,24.030001,25.680000,25.680000,15228000
2022-03-10,24.010000,24.850000,23.290001,24.750000,24.750000,9376100
2022-03-11,25.139999,25.209999,22.440001,22.490000,22.490000,8887600
2022-03-14,22.299999,22.430000,20.950001,21.410000,21.410000,8346700
2022-03-15,21.330000,22.469999,20.320000,22.410000,22.410000,8796100
2022-03-16,23.309999,24.270000,22.190001,24.230000,24.230000,11982600
2022-03-17,24.049999,26.700001,24.000000,26.660000,26.660000,11090600
2022-03-18,26.100000,28.030001,26.040001,27.920000,27.920000,10118100
2022-03-21,27.940001,28.790001,26.559999,27.629999,27.629999,8684300
2022-03-22,28.930000,30.959999,28.799999,29.440001,29.440001,13227200
2022-03-23,29.150000,30.299999,28.510000,29.250000,29.250000,8156700
2022-03-24,30.040001,30.469999,28.320000,30.330000,30.330000,11874000
2022-03-25,31.280001,31.490000,28.219999,28.889999,28.889999,12140800
2022-03-28,31.059999,32.740002,30.100000,31.270000,31.270000,19226400
2022-03-29,31.350000,31.650000,29.309999,31.139999,31.139999,11228200
2022-03-30,30.490000,31.379999,29.280001,29.559999,29.559999,8076200
2022-03-31,29.870001,30.190001,27.920000,27.950001,27.950001,8306200
2022-04-01,27.860001,29.059999,27.370001,28.540001,28.540001,9175500
2022-04-04,28.540001,28.950001,27.600000,28.920000,28.920000,8319500
2022-04-05,29.350000,29.490000,26.020000,26.260000,26.260000,11188600
2022-04-06,25.200001,25.620001,23.840000,24.190001,24.190001,10107300
2022-04-07,24.049999,24.610001,22.820000,23.770000,23.770000,9526000
2022-04-08,23.559999,23.809999,22.610001,22.680000,22.680000,9074900
